gameID,isHome,opponent,shotsFor,shotsAgainst,goalsFor,goalsAgainst,teamSaves,opponentSaves,backToBack,team,teamSaves_rolling,opponentSaves_rolling,teamSaves_rolling_3,opponentSaves_rolling_3,teamSaves_rolling_10,opponentSaves_rolling_10,teamSaves_rolling_15,opponentSaves_rolling_15
2024020252,True,DET,33,31,2,3,28,31,False,PIT,25.2,27.2,26.0,27.666666666666668,28.1,28.8,28.533333333333335,28.933333333333334
2024020252,False,PIT,31,33,3,2,31,28,False,DET,23.8,23.8,21.666666666666668,26.333333333333332,28.8,20.9,,
2024020253,True,TOR,27,34,3,4,30,24,False,WSH,32.0,23.6,28.333333333333332,28.0,24.9,26.3,,
2024020253,False,WSH,34,27,4,3,24,30,True,TOR,27.8,23.4,26.333333333333332,22.333333333333332,25.4,26.8,26.4,26.733333333333334
2024020254,False,UTA,50,21,1,4,17,49,False,CAR,23.8,27.8,29.333333333333332,23.0,23.7,30.0,23.333333333333332,29.8
2024020254,True,CAR,21,50,4,1,49,17,False,UTA,23.2,22.8,18.333333333333332,25.0,23.7,24.3,24.733333333333334,23.466666666666665
2024020255,True,LAK,26,15,4,2,13,22,False,COL,24.0,28.4,27.333333333333332,29.0,23.3,27.2,22.866666666666667,27.666666666666668
2024020255,False,COL,15,26,2,4,22,13,False,LAK,21.6,23.8,23.0,24.0,21.4,25.0,22.0,26.333333333333332
2024020256,False,ANA,39,24,3,2,22,36,False,VGK,24.2,27.2,28.0,27.333333333333332,27.4,27.3,25.466666666666665,25.666666666666668
2024020256,True,VGK,24,39,2,3,36,22,False,ANA,32.8,28.0,32.0,26.666666666666668,32.1,26.5,,
2024020257,False,BUF,27,33,3,4,29,24,False,STL,25.8,19.4,24.333333333333332,19.0,25.7,22.1,26.666666666666668,23.066666666666666
2024020257,True,STL,33,27,4,3,24,29,False,BUF,24.6,21.2,21.666666666666668,15.333333333333334,26.6,23.7,26.6,23.733333333333334
2024020258,False,OTT,19,37,5,4,33,14,False,PHI,27.0,27.2,26.0,34.666666666666664,24.0,23.7,24.666666666666668,24.333333333333332
2024020258,True,PHI,37,19,4,5,14,33,False,OTT,22.6,30.8,20.666666666666668,32.333333333333336,23.5,30.0,24.266666666666666,29.2
2024020259,False,TBL,24,29,1,4,25,23,False,WPG,29.4,25.4,33.333333333333336,25.0,27.1,26.9,27.133333333333333,27.666666666666668
2024020259,True,WPG,29,24,4,1,23,25,False,TBL,25.4,22.4,25.666666666666668,23.0,26.2,23.9,25.466666666666665,23.8
2024020260,True,NJD,27,29,2,6,23,25,False,FLA,25.0,26.6,23.333333333333332,30.0,24.0,27.7,25.266666666666666,26.466666666666665
2024020260,False,FLA,29,27,6,2,25,23,False,NJD,26.2,25.6,26.333333333333332,31.0,24.5,26.4,25.466666666666665,27.0
2024020261,True,SJS,35,27,3,2,25,32,False,NYR,31.0,25.8,26.666666666666668,26.0,30.9,26.2,,
2024020261,False,NYR,27,35,2,3,32,25,False,SJS,36.8,24.8,36.666666666666664,26.0,31.8,25.5,30.666666666666668,24.733333333333334
2024020262,False,DAL,25,38,2,7,31,23,False,BOS,26.2,27.0,28.333333333333332,25.0,24.4,25.6,25.933333333333334,25.266666666666666
2024020262,True,BOS,38,25,7,2,23,31,False,DAL,21.8,31.4,22.0,34.0,23.0,28.0,,
2024020263,False,MIN,19,28,0,3,25,19,False,MTL,22.2,20.8,19.333333333333332,19.0,24.4,20.6,25.066666666666666,21.333333333333332
2024020263,True,MTL,28,19,3,0,19,25,False,MIN,25.4,27.6,25.666666666666668,28.0,24.4,24.2,25.866666666666667,25.266666666666666
2024020264,True,NSH,34,22,3,2,20,31,False,EDM,21.8,29.4,22.333333333333332,29.666666666666668,23.5,31.2,23.133333333333333,30.8
2024020264,False,EDM,22,34,2,3,31,20,False,NSH,28.2,22.0,28.0,20.333333333333332,27.0,25.2,26.733333333333334,28.266666666666666
2024020265,True,NYI,26,32,2,5,27,24,False,VAN,24.0,24.6,26.0,22.0,24.2,25.0,,
2024020265,False,VAN,32,26,5,2,24,27,False,NYI,32.4,23.4,31.666666666666668,19.666666666666668,29.3,26.6,27.266666666666666,28.533333333333335
2024020266,False,SEA,19,26,1,3,23,18,False,CHI,33.0,23.2,30.0,24.333333333333332,29.6,24.4,28.466666666666665,24.866666666666667
2024020266,True,CHI,26,19,3,1,18,23,False,SEA,27.2,23.6,28.333333333333332,24.333333333333332,28.2,22.9,27.266666666666666,23.733333333333334
2024020267,True,PIT,39,23,6,2,21,33,False,CBJ,22.4,36.6,24.0,33.333333333333336,26.2,30.3,25.333333333333332,28.533333333333335
2024020267,False,CBJ,23,39,2,6,33,21,False,PIT,25.8,29.2,31.0,26.333333333333332,28.7,28.4,28.466666666666665,29.6
2024020268,True,WSH,19,20,2,5,15,17,False,COL,22.4,27.0,22.666666666666668,24.666666666666668,22.1,26.9,22.6,27.4
2024020268,False,COL,20,19,5,2,17,15,False,WSH,31.2,25.4,27.333333333333332,25.0,26.2,26.2,25.266666666666666,25.866666666666667
2024020269,False,CGY,29,33,0,2,31,29,True,NSH,29.6,22.8,29.0,21.666666666666668,27.4,24.1,27.533333333333335,26.8
2024020269,True,NSH,33,29,2,0,29,31,False,CGY,26.0,28.6,24.666666666666668,25.666666666666668,28.2,27.4,28.733333333333334,26.133333333333333
2024020270,False,UTA,29,32,4,2,30,25,False,VGK,24.4,29.8,26.333333333333332,29.0,25.1,28.6,25.066666666666666,27.2
2024020270,True,VGK,32,29,2,4,25,30,False,UTA,27.0,21.6,26.333333333333332,23.666666666666668,26.5,23.0,26.4,23.133333333333333
2024020271,True,DET,29,25,6,4,21,23,False,ANA,31.4,28.0,33.333333333333336,27.0,32.5,27.4,32.46666666666667,25.466666666666665
2024020271,False,ANA,25,29,4,6,23,21,False,DET,25.4,25.6,22.666666666666668,28.666666666666668,28.2,21.8,29.066666666666666,23.0
2024020272,True,STL,18,31,2,3,28,16,False,BOS,27.8,25.4,27.333333333333332,21.333333333333332,24.8,25.4,25.8,25.2
2024020272,False,BOS,31,18,3,2,16,28,False,STL,24.6,20.2,25.0,22.666666666666668,26.5,21.8,26.933333333333334,22.333333333333332
2024020273,False,SEA,24,27,2,3,24,22,False,NYI,30.2,21.8,30.333333333333332,21.666666666666668,28.4,26.7,27.266666666666666,28.066666666666666
2024020273,True,NYI,27,24,3,2,22,24,False,SEA,26.8,23.8,25.666666666666668,26.333333333333332,27.5,22.7,26.2,23.266666666666666
2024020274,True,EDM,22,30,4,3,27,18,False,TOR,26.4,24.0,27.333333333333332,26.666666666666668,25.6,25.8,26.6,26.8
2024020274,False,TOR,30,22,3,4,18,27,False,EDM,20.0,30.2,18.666666666666668,31.0,22.5,31.0,23.466666666666665,30.466666666666665
2024020275,False,MTL,26,30,1,5,25,25,True,CBJ,23.6,36.4,25.0,36.333333333333336,25.7,30.4,25.2,28.666666666666668
2024020275,True,CBJ,30,26,5,1,25,25,False,MTL,23.0,19.6,20.333333333333332,18.333333333333332,23.1,20.4,25.2,21.266666666666666
2024020276,False,TBL,29,26,0,4,23,29,False,NJD,25.0,27.6,28.333333333333332,29.0,25.5,25.0,25.8,26.6
2024020276,True,NJD,26,29,4,0,29,23,False,TBL,23.4,24.2,24.333333333333332,22.666666666666668,26.1,23.2,25.666666666666668,24.2
2024020277,True,WPG,31,27,5,0,27,26,False,FLA,23.2,27.2,25.666666666666668,29.0,24.0,25.7,24.933333333333334,26.066666666666666
2024020277,False,FLA,27,31,0,5,26,27,False,WPG,29.2,24.6,30.0,23.666666666666668,26.7,26.0,27.133333333333333,27.0
2024020278,True,BUF,32,25,5,2,23,27,False,PHI,28.0,26.0,29.666666666666668,29.333333333333332,25.4,22.5,25.133333333333333,22.8
2024020278,False,PHI,25,32,2,5,27,23,False,BUF,25.2,20.8,21.333333333333332,19.666666666666668,25.5,24.8,25.933333333333334,24.533333333333335
2024020279,True,SJS,36,29,4,3,26,33,True,PIT,27.8,27.0,31.333333333333332,24.0,27.4,27.8,29.0,29.4
2024020279,False,PIT,29,36,3,4,33,26,False,SJS,38.2,25.6,38.666666666666664,26.333333333333332,32.3,25.6,30.4,24.733333333333334
2024020280,False,CAR,24,28,0,4,24,24,False,OTT,21.0,33.4,18.333333333333332,34.0,21.8,31.5,23.133333333333333,29.533333333333335
2024020280,True,OTT,28,24,4,0,24,24,False,CAR,23.4,29.4,23.333333333333332,35.0,22.1,31.9,23.2,31.733333333333334
2024020281,True,DAL,23,40,1,2,38,22,False,MIN,23.8,26.4,24.0,27.666666666666668,23.9,25.0,25.066666666666666,25.4
2024020281,False,MIN,40,23,2,1,22,38,False,DAL,22.0,31.2,21.333333333333332,32.0,23.0,28.9,24.666666666666668,27.2
2024020282,False,LAK,18,41,1,4,37,17,True,DET,23.8,25.6,24.666666666666668,28.666666666666668,27.5,22.9,29.133333333333333,22.466666666666665
2024020282,True,DET,41,18,4,1,17,37,False,LAK,22.8,21.6,23.666666666666668,19.666666666666668,21.2,23.6,21.266666666666666,25.933333333333334
2024020283,False,VAN,29,33,1,4,29,28,False,CHI,30.2,23.2,30.666666666666668,21.0,29.5,23.1,27.8,24.4
2024020283,True,CHI,33,29,4,1,28,29,False,VAN,25.2,24.4,26.333333333333332,23.333333333333332,24.3,24.5,24.466666666666665,24.866666666666667
2024020284,False,CAR,30,24,1,4,20,29,True,STL,23.6,21.8,24.0,24.0,24.1,22.4,26.4,22.933333333333334
2024020284,True,STL,24,30,4,1,29,20,True,CAR,25.8,28.4,23.666666666666668,34.0,21.5,30.4,22.8,31.4
2024020285,False,VAN,22,27,5,3,24,17,False,NSH,29.2,22.0,30.333333333333332,25.666666666666668,28.0,24.1,27.733333333333334,26.733333333333334
2024020285,True,NSH,27,22,3,5,17,24,True,VAN,26.6,23.8,27.666666666666668,27.333333333333332,24.0,25.0,25.0,25.533333333333335
2024020286,True,WSH,42,25,2,5,20,40,False,VGK,27.2,28.6,27.0,30.333333333333332,24.7,28.7,25.8,27.266666666666666
2024020286,False,VGK,25,42,5,2,40,20,False,WSH,26.4,24.6,23.666666666666668,19.333333333333332,25.3,25.8,24.533333333333335,24.933333333333334
2024020287,False,SEA,23,24,2,0,24,21,False,NYR,28.0,29.0,29.666666666666668,28.333333333333332,30.0,26.9,29.666666666666668,27.333333333333332
2024020287,True,NYR,24,23,0,2,21,24,True,SEA,25.0,24.0,26.0,25.0,26.5,22.2,26.266666666666666,23.2
2024020288,True,CBJ,29,28,1,5,23,28,False,BOS,28.8,22.8,26.333333333333332,22.0,25.6,24.0,26.2,24.666666666666668
2024020288,False,BOS,28,29,5,1,28,23,False,CBJ,23.6,31.6,24.666666666666668,32.0,25.3,30.4,25.133333333333333,29.2
2024020289,False,PHI,29,26,3,2,24,26,False,COL,22.0,25.2,18.666666666666668,22.666666666666668,21.1,26.5,21.533333333333335,26.4
2024020289,True,COL,26,29,2,3,26,24,False,PHI,26.8,29.0,28.0,27.0,25.6,23.6,24.866666666666667,22.8
2024020290,False,MTL,30,25,0,3,22,30,False,EDM,21.0,29.4,19.0,32.0,21.6,29.1,23.0,30.6
2024020290,True,EDM,25,30,3,0,30,22,False,MTL,21.6,20.2,21.0,20.0,22.7,20.8,25.266666666666666,21.466666666666665
2024020291,True,ANA,36,27,2,4,23,34,False,DAL,22.2,34.2,21.666666666666668,34.0,22.2,30.7,23.933333333333334,28.666666666666668
2024020291,False,DAL,27,36,4,2,34,23,False,ANA,30.6,25.0,31.666666666666668,23.666666666666668,31.9,26.0,31.866666666666667,25.133333333333333
2024020292,True,WSH,26,24,2,6,18,24,False,UTA,25.8,24.4,30.333333333333332,24.666666666666668,27.2,22.9,26.533333333333335,23.733333333333334
2024020292,False,UTA,24,26,6,2,24,18,True,WSH,27.8,22.0,29.0,19.666666666666668,27.5,24.6,25.6,25.066666666666666
2024020293,False,SJS,20,34,4,5,29,17,False,DET,25.6,24.8,30.333333333333332,22.0,27.5,23.1,28.8,22.333333333333332
2024020293,True,DET,34,20,5,4,17,29,False,SJS,35.0,25.8,35.0,26.333333333333332,32.1,25.9,31.066666666666666,25.133333333333333
2024020294,True,EDM,29,31,2,5,26,27,False,OTT,20.0,30.8,21.666666666666668,31.666666666666668,22.0,30.4,23.266666666666666,29.533333333333335
2024020294,False,OTT,31,29,5,2,27,26,True,EDM,19.2,30.0,20.0,29.333333333333332,21.4,29.0,22.666666666666668,30.8
2024020295,True,TBL,19,35,2,3,32,17,False,PIT,30.4,26.6,29.0,28.333333333333332,27.0,29.0,28.866666666666667,29.133333333333333
2024020295,False,PIT,35,19,3,2,17,32,False,TBL,25.8,23.4,27.333333333333332,23.333333333333332,26.0,22.6,25.666666666666668,23.733333333333334
2024020296,True,MIN,24,28,2,4,24,22,False,STL,22.2,25.0,21.666666666666668,27.0,24.0,22.4,26.2,23.066666666666666
2024020296,False,STL,28,24,4,2,22,24,False,MIN,26.8,26.2,25.666666666666668,26.333333333333332,25.3,25.8,25.6,24.6
2024020297,True,FLA,27,23,6,3,20,21,False,WPG,30.2,25.0,28.0,25.666666666666668,26.7,25.7,27.133333333333333,26.6
2024020297,False,WPG,23,27,3,6,21,20,False,FLA,24.0,28.2,23.333333333333332,28.333333333333332,25.0,25.9,25.266666666666666,26.266666666666666
2024020298,False,CHI,24,20,3,2,18,21,True,ANA,31.0,25.4,30.333333333333332,22.666666666666668,32.3,25.1,32.2,25.2
2024020298,True,ANA,20,24,2,3,21,18,False,CHI,28.4,23.8,28.0,22.0,29.3,23.2,27.333333333333332,25.266666666666666
2024020299,True,NYI,31,29,2,1,28,30,False,CGY,27.4,28.4,28.666666666666668,28.0,27.2,27.5,28.2,26.466666666666665
2024020299,False,CGY,29,31,1,2,30,28,False,NYI,28.6,21.6,28.666666666666668,22.666666666666668,28.5,26.4,26.733333333333334,27.466666666666665
2024020300,True,NYR,24,33,3,4,29,21,False,VAN,24.8,24.6,24.0,25.666666666666668,23.6,24.4,24.2,25.533333333333335
2024020300,False,VAN,33,24,4,3,21,29,False,NYR,25.8,26.2,25.333333333333332,28.666666666666668,30.3,25.2,29.2,26.466666666666665
2024020301,False,TOR,31,26,0,3,23,31,False,VGK,25.8,30.4,24.0,33.666666666666664,23.2,30.5,25.666666666666668,28.0
2024020301,True,VGK,26,31,3,0,31,23,False,TOR,26.0,23.0,29.666666666666668,25.0,25.3,25.6,26.266666666666666,26.666666666666668
2024020302,False,PHI,37,19,4,1,18,33,False,CAR,24.6,29.8,23.333333333333332,31.0,22.6,28.9,23.133333333333333,30.933333333333334
2024020302,True,CAR,19,37,1,4,33,18,False,PHI,27.6,27.8,27.333333333333332,21.666666666666668,26.2,23.7,25.066666666666666,23.0
2024020303,True,SJS,31,23,5,2,21,26,False,DAL,21.8,33.6,22.666666666666668,34.333333333333336,22.4,31.3,23.2,29.333333333333332
2024020303,False,DAL,23,31,2,5,26,21,False,SJS,33.2,26.8,27.333333333333332,26.666666666666668,31.9,24.7,30.333333333333332,25.8
2024020304,True,NSH,37,24,3,0,24,34,False,SEA,24.0,25.4,20.333333333333332,23.666666666666668,25.1,22.8,25.666666666666668,22.933333333333334
2024020304,False,SEA,24,37,0,3,34,24,False,NSH,28.4,22.2,28.666666666666668,22.0,28.0,22.3,27.2,26.2
2024020305,True,BUF,23,19,0,1,18,23,False,LAK,21.6,24.4,21.333333333333332,26.0,20.5,25.3,21.066666666666666,26.266666666666666
2024020305,False,LAK,19,23,1,0,23,18,False,BUF,23.2,19.6,22.333333333333332,21.666666666666668,25.4,25.0,26.4,23.933333333333334
2024020306,False,BOS,22,31,0,1,30,22,False,UTA,24.4,25.0,30.666666666666668,23.666666666666668,26.9,22.8,25.8,24.0
2024020306,True,UTA,31,22,1,0,22,30,False,BOS,26.6,21.6,27.333333333333332,22.333333333333332,26.2,24.3,26.266666666666666,25.133333333333333
2024020307,False,OTT,32,40,3,2,38,29,True,VGK,24.8,32.4,24.333333333333332,32.0,23.2,30.1,26.0,28.466666666666665
2024020307,True,VGK,40,32,2,3,29,38,False,OTT,21.0,30.6,21.333333333333332,28.0,21.9,30.5,23.733333333333334,29.133333333333333
2024020308,True,NYI,31,23,2,1,22,29,False,DET,28.0,24.0,29.666666666666668,18.333333333333332,27.0,22.6,29.133333333333333,21.4
2024020308,False,DET,23,31,1,2,29,22,False,NYI,29.0,23.0,26.0,25.666666666666668,29.6,25.2,26.8,27.066666666666666
2024020309,True,CAR,21,22,4,2,20,17,False,NJD,25.4,29.0,27.333333333333332,24.0,25.2,24.6,25.533333333333335,26.933333333333334
2024020309,False,NJD,22,21,2,4,17,20,True,CAR,23.6,31.0,23.666666666666668,25.666666666666668,22.0,29.4,22.666666666666668,30.866666666666667
2024020310,False,WSH,27,29,2,1,28,25,False,COL,21.4,23.4,17.333333333333332,21.666666666666668,20.9,26.4,21.733333333333334,26.666666666666668
2024020310,True,COL,29,27,1,2,25,28,False,WSH,27.0,19.2,27.0,17.666666666666668,28.3,22.3,25.733333333333334,24.733333333333334
2024020311,True,TBL,43,30,7,6,24,36,False,CBJ,25.6,31.4,24.666666666666668,27.0,25.0,30.8,25.8,28.4
2024020311,False,CBJ,30,43,6,7,36,24,False,TBL,23.8,24.6,23.0,26.666666666666668,26.3,23.4,25.066666666666666,24.333333333333332
2024020312,False,STL,24,31,2,3,29,22,True,SJS,29.6,25.8,25.333333333333332,25.333333333333332,31.9,25.1,30.866666666666667,25.533333333333335
2024020312,True,SJS,31,24,3,2,22,29,False,STL,23.2,24.6,20.0,26.333333333333332,23.7,22.0,25.533333333333335,22.6
2024020313,False,CHI,33,20,1,3,17,32,False,FLA,25.0,26.6,23.666666666666668,23.666666666666668,24.7,25.3,25.066666666666666,26.133333333333333
2024020313,True,FLA,20,33,3,1,32,17,False,CHI,28.4,21.8,24.333333333333332,21.333333333333332,28.8,22.8,27.133333333333333,24.4
2024020314,True,NYR,49,29,3,2,27,46,False,CGY,26.2,27.6,28.666666666666668,29.666666666666668,27.0,27.9,28.4,26.8
2024020314,False,CGY,29,49,2,3,46,27,False,NYR,26.8,27.0,23.333333333333332,27.333333333333332,29.8,25.7,29.266666666666666,26.466666666666665
2024020315,False,EDM,26,31,5,3,28,21,False,MIN,26.4,25.8,26.333333333333332,23.666666666666668,25.9,26.1,24.866666666666667,24.466666666666665
2024020315,True,MIN,31,26,3,5,21,28,False,EDM,21.2,30.4,22.333333333333332,27.666666666666668,22.2,28.5,22.8,30.4
2024020316,True,WPG,18,30,1,4,26,17,False,PIT,30.4,24.4,30.333333333333332,23.666666666666668,26.7,28.1,28.733333333333334,28.6
2024020316,False,PIT,30,18,4,1,17,26,False,WPG,27.2,23.8,23.666666666666668,23.666666666666668,25.7,25.9,27.2,26.133333333333333
2024020317,False,ANA,32,24,3,2,22,30,False,BUF,22.8,20.0,24.666666666666668,23.333333333333332,25.5,23.4,26.4,23.666666666666668
2024020317,True,BUF,24,32,2,3,30,22,False,ANA,29.4,23.0,24.333333333333332,22.333333333333332,31.3,24.8,31.666666666666668,24.666666666666668
2024020318,False,PHI,21,37,2,3,34,19,False,CHI,27.4,20.2,27.333333333333332,21.0,29.6,22.4,27.933333333333334,24.0
2024020318,True,CHI,37,21,3,2,19,34,False,PHI,28.6,24.6,27.333333333333332,23.0,27.0,23.8,25.333333333333332,22.466666666666665
2024020319,True,MIN,31,23,4,3,20,28,False,CGY,28.2,32.0,28.0,35.666666666666664,26.4,30.9,28.133333333333333,28.266666666666666
2024020319,False,CGY,23,31,3,4,28,20,False,MIN,25.4,24.8,29.333333333333332,22.333333333333332,26.1,24.7,24.933333333333334,24.333333333333332
2024020320,True,SEA,21,20,2,1,19,19,False,LAK,21.2,23.8,19.0,24.333333333333332,20.6,25.0,20.533333333333335,25.933333333333334
2024020320,False,LAK,20,21,1,2,19,19,False,SEA,24.6,26.6,22.333333333333332,27.333333333333332,24.7,24.7,25.866666666666667,23.666666666666668
2024020321,False,FLA,25,31,7,4,27,18,False,COL,21.6,23.8,22.333333333333332,22.666666666666668,21.6,26.5,22.533333333333335,25.333333333333332
2024020321,True,COL,31,25,4,7,18,27,False,FLA,21.6,27.4,21.666666666666668,26.0,23.9,26.2,23.866666666666667,27.066666666666666
2024020322,True,VGK,17,28,2,6,22,15,False,MTL,23.2,20.4,26.666666666666668,22.0,23.4,21.0,25.666666666666668,21.266666666666666
2024020322,False,MTL,28,17,6,2,15,22,False,VGK,26.6,32.2,27.0,33.333333333333336,25.4,29.7,27.133333333333333,28.933333333333334
2024020323,True,VAN,29,21,3,4,17,26,False,OTT,24.0,32.0,26.333333333333332,29.666666666666668,22.2,31.6,23.533333333333335,29.666666666666668
2024020323,False,OTT,21,29,4,3,26,17,False,VAN,25.8,25.4,24.666666666666668,24.666666666666668,23.7,24.1,24.6,25.2
2024020324,False,DET,29,20,2,1,19,27,False,BOS,24.8,24.8,24.333333333333332,24.666666666666668,25.5,26.0,25.733333333333334,25.733333333333334
2024020324,True,BOS,20,29,1,2,27,19,False,DET,28.4,22.4,29.333333333333332,21.0,26.1,23.1,28.666666666666668,21.4
2024020325,True,DAL,29,28,2,4,24,27,False,TBL,27.0,25.2,27.333333333333332,26.333333333333332,26.7,24.0,26.0,24.533333333333335
2024020325,False,TBL,28,29,4,2,27,24,False,DAL,21.8,32.4,22.0,32.666666666666664,22.0,31.2,22.933333333333334,29.666666666666668
2024020326,True,UTA,28,30,1,6,24,27,True,PIT,29.0,23.8,28.0,22.333333333333332,27.1,25.5,28.4,27.133333333333333
2024020326,False,PIT,30,28,6,1,27,24,False,UTA,27.8,24.0,24.333333333333332,25.333333333333332,27.9,22.6,25.866666666666667,24.133333333333333
2024020327,False,WSH,33,25,3,2,24,30,False,NJD,25.6,26.6,22.666666666666668,23.0,24.8,23.5,24.866666666666667,25.933333333333334
2024020327,True,NJD,25,33,2,3,30,24,False,WSH,27.2,21.0,29.666666666666668,22.0,29.6,22.3,25.666666666666668,24.533333333333335
2024020328,True,CAR,32,36,5,4,32,28,False,CBJ,25.2,31.0,25.666666666666668,28.0,24.8,32.0,26.066666666666666,29.533333333333335
2024020328,False,CBJ,36,32,4,5,28,32,False,CAR,21.0,29.2,21.333333333333332,24.333333333333332,22.4,28.5,22.8,29.733333333333334
2024020329,False,NSH,24,36,1,4,32,23,True,WPG,24.2,24.8,21.0,24.666666666666668,25.5,26.2,25.733333333333334,25.8
2024020329,True,WPG,36,24,4,1,23,32,False,NSH,29.8,23.6,29.666666666666668,23.333333333333332,29.0,22.1,28.2,25.333333333333332
2024020330,True,STL,31,25,3,1,24,28,False,NYI,29.0,23.6,27.666666666666668,24.0,30.1,24.8,27.333333333333332,26.333333333333332
2024020330,False,NYI,25,31,1,3,28,24,False,STL,22.2,26.4,22.0,26.666666666666668,24.0,22.9,24.533333333333335,23.533333333333335
2024020331,False,SJS,31,33,4,2,31,27,True,BUF,22.4,22.6,24.0,23.666666666666668,25.1,23.8,25.4,23.8
2024020331,True,BUF,33,31,2,4,27,31,False,SJS,27.4,24.6,24.0,24.0,32.1,24.7,30.333333333333332,25.2
2024020332,True,NYR,40,34,6,2,32,34,False,EDM,21.6,28.4,23.333333333333332,28.0,21.7,28.9,22.866666666666667,30.266666666666666
2024020332,False,EDM,34,40,2,6,34,32,False,NYR,28.6,28.4,30.333333333333332,25.666666666666668,31.2,25.4,30.266666666666666,26.666666666666668
2024020333,False,TOR,26,35,2,3,32,24,True,UTA,29.8,23.4,25.0,23.333333333333332,26.5,23.1,25.733333333333334,24.0
2024020333,True,UTA,35,26,3,2,24,32,False,TOR,28.0,24.2,27.333333333333332,23.666666666666668,26.5,24.9,26.666666666666668,25.933333333333334
2024020334,True,COL,33,25,8,2,23,25,False,TBL,25.8,26.2,25.666666666666668,27.666666666666668,25.6,24.3,26.066666666666666,24.666666666666668
2024020334,False,TBL,25,33,2,8,25,23,False,COL,21.4,21.6,26.333333333333332,23.0,22.7,25.0,22.666666666666668,25.333333333333332
2024020335,True,WSH,21,31,1,4,27,20,False,FLA,21.2,26.0,18.666666666666668,26.333333333333332,23.1,26.3,23.066666666666666,27.133333333333333
2024020335,False,FLA,31,21,4,1,20,27,False,WSH,27.2,21.0,26.333333333333332,23.333333333333332,29.2,23.2,26.533333333333335,24.466666666666665
2024020336,False,NJD,22,46,2,5,41,20,False,NSH,28.6,24.4,27.0,24.333333333333332,28.4,23.2,27.533333333333335,24.933333333333334
2024020336,True,NSH,46,22,5,2,20,41,False,NJD,25.2,23.8,22.333333333333332,25.333333333333332,25.2,24.9,24.4,26.2
2024020337,False,NYR,44,29,5,2,27,39,False,STL,22.0,26.4,24.666666666666668,25.0,23.3,23.3,25.0,23.333333333333332
2024020337,True,STL,29,44,2,5,39,27,False,NYR,30.0,28.2,33.666666666666664,29.333333333333332,30.5,27.0,30.6,26.866666666666667
2024020338,False,PHI,30,36,5,4,32,26,False,VGK,25.2,29.4,25.333333333333332,27.333333333333332,24.8,29.6,25.133333333333333,28.866666666666667
2024020338,True,VGK,36,30,4,5,26,32,False,PHI,26.8,23.4,26.0,25.333333333333332,26.9,25.3,24.933333333333334,23.6
2024020339,False,CAR,19,34,4,6,28,15,False,DAL,23.2,30.6,23.666666666666668,28.0,22.5,31.0,23.066666666666666,28.866666666666667
2024020339,True,DAL,34,19,6,4,15,28,False,CAR,23.2,25.8,21.0,28.333333333333332,23.3,27.6,22.466666666666665,29.866666666666667
2024020340,True,CGY,30,27,4,3,24,26,False,OTT,22.0,29.6,24.0,30.333333333333332,22.3,30.2,23.0,29.866666666666667
2024020340,False,OTT,27,30,3,4,26,24,False,CGY,26.6,32.6,25.0,34.666666666666664,26.1,30.7,28.066666666666666,28.733333333333334
2024020341,False,NYI,21,29,4,2,27,17,False,DET,27.6,20.6,26.0,21.666666666666668,26.5,23.1,28.0,21.4
2024020341,True,DET,29,21,2,4,17,27,False,NYI,26.2,25.4,27.666666666666668,26.0,29.3,24.4,28.266666666666666,26.2
2024020342,False,MIN,32,44,4,1,43,28,False,WPG,24.0,24.0,23.0,23.333333333333332,26.7,24.7,26.066666666666666,25.933333333333334
2024020342,True,WPG,44,32,1,4,28,43,False,MIN,27.0,22.4,26.0,21.666666666666668,26.2,25.0,25.266666666666666,23.6
2024020343,True,SEA,23,28,2,3,25,21,False,ANA,27.8,22.2,27.333333333333332,22.0,30.3,25.1,30.666666666666668,25.066666666666666
2024020343,False,ANA,28,23,3,2,21,25,False,SEA,20.8,24.8,21.333333333333332,25.666666666666668,24.0,24.2,25.733333333333334,23.533333333333335
2024020344,True,LAK,21,24,7,2,22,14,False,SJS,26.4,25.8,27.333333333333332,24.666666666666668,32.3,25.7,30.333333333333332,25.666666666666668
2024020344,False,SJS,24,21,2,7,14,22,False,LAK,20.2,24.0,18.0,26.333333333333332,20.2,24.8,20.933333333333334,25.066666666666666
2024020345,True,VAN,33,15,0,2,13,33,False,BOS,24.6,24.8,21.333333333333332,28.333333333333332,25.4,25.9,24.466666666666665,25.333333333333332
2024020345,False,BOS,15,33,2,0,33,13,False,VAN,25.4,23.0,24.0,20.666666666666668,24.7,23.8,24.6,24.333333333333332
2024020346,False,MTL,29,13,3,2,11,26,False,UTA,26.4,24.8,29.666666666666668,23.333333333333332,26.7,23.2,26.466666666666665,23.6
2024020346,True,UTA,13,29,2,3,26,11,False,MTL,23.0,19.4,25.666666666666668,20.666666666666668,24.1,19.7,25.266666666666666,20.533333333333335
2024020347,False,BUF,30,39,1,0,39,29,False,MIN,28.8,26.0,28.0,28.0,26.3,26.2,25.533333333333335,25.333333333333332
2024020347,True,MIN,39,30,0,1,29,39,False,BUF,25.4,25.4,25.333333333333332,25.0,25.0,23.3,26.2,24.266666666666666
2024020348,False,NJD,20,32,3,0,32,17,False,STL,24.2,28.6,25.666666666666668,30.666666666666668,23.9,25.2,24.133333333333333,24.466666666666665
